Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified,Area,Post92
10007791,University of Essex,470,C,18,Economics and Econometrics, ,,,Impact,33.33,20,80,0,0,0,EAST,FALSE
10007791,University of Essex,470,C,18,Economics and Econometrics, ,,,Environment,33.33,62.5,37.5,0,0,0,EAST,FALSE
10007791,University of Essex,470,C,18,Economics and Econometrics, ,,,Overall,33.33,32,61,7,0,0,EAST,FALSE
10007791,University of Essex,470,C,19,Business and Management Studies, ,,,Outputs,50.46,17,51.5,30.3,1.2,0,EAST,FALSE
10007791,University of Essex,470,C,19,Business and Management Studies, ,,,Impact,50.46,20,53.3,13.4,13.3,0,EAST,FALSE
10007791,University of Essex,470,C,19,Business and Management Studies, ,,,Environment,50.46,12.5,75,12.5,0,0,EAST,FALSE
10007791,University of Essex,470,C,19,Business and Management Studies, ,,,Overall,50.46,17,55,25,3,0,EAST,FALSE
10007791,University of Essex,470,C,20,Law, ,,,Outputs,28.35,17.9,44.4,35.8,1,0.9,EAST,FALSE
10007791,University of Essex,470,C,20,Law, ,,,Impact,28.35,20,60,20,0,0,EAST,FALSE
10007791,University of Essex,470,C,20,Law, ,,,Environment,28.35,50,50,0,0,0,EAST,FALSE
10007791,University of Essex,470,C,20,Law, ,,,Overall,28.35,23,48,28,0,1,EAST,FALSE
10007791,University of Essex,470,C,21,Politics and International Studies, ,,,Outputs,29.95,59.4,23.9,15.7,1,0,EAST,FALSE
10007791,University of Essex,470,C,21,Politics and International Studies, ,,,Impact,29.95,80,10,10,0,0,EAST,FALSE
10007791,University of Essex,470,C,21,Politics and International Studies, ,,,Environment,29.95,87.5,12.5,0,0,0,EAST,FALSE
10007791,University of Essex,470,C,21,Politics and International Studies, ,,,Overall,29.95,68,19,12,1,0,EAST,FALSE
10007791,University of Essex,470,C,23,Sociology, ,,,Outputs,47.45,21.8,47.9,27.3,3,0,EAST,FALSE
10007791,University of Essex,470,C,23,Sociology, ,,,Impact,47.45,43.3,43.4,13.3,0,0,EAST,FALSE
10007791,University of Essex,470,C,23,Sociology, ,,,Environment,47.45,100,0,0,0,0,EAST,FALSE
10007791,University of Essex,470,C,23,Sociology, ,,,Overall,47.45,38,40,20,2,0,EAST,FALSE
10007791,University of Essex,470,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,8.7,8,28,60,4,0,EAST,FALSE
10007791,University of Essex,470,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Impact,8.7,40,40,20,0,0,EAST,FALSE
10007791,University of Essex,470,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Environment,8.7,0,100,0,0,0,EAST,FALSE
10007791,University of Essex,470,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,8.7,13,41,43,3,0,EAST,FALSE
10007791,University of Essex,470,D,28,Modern Languages and Linguistics, ,,,Outputs,12.6,34.1,39.1,21.9,4.9,0,EAST,FALSE
10007791,University of Essex,470,D,28,Modern Languages and Linguistics, ,,,Impact,12.6,30,70,0,0,0,EAST,FALSE
10007791,University of Essex,470,D,28,Modern Languages and Linguistics, ,,,Environment,12.6,80,20,0,0,0,EAST,FALSE
10007791,University of Essex,470,D,28,Modern Languages and Linguistics, ,,,Overall,12.6,40,43,14,3,0,EAST,FALSE
10007791,University of Essex,470,D,29,English Language and Literature, ,,,Outputs,17,28.8,39,27.1,5.1,0,EAST,FALSE
10007791,University of Essex,470,D,29,English Language and Literature, ,,,Impact,17,26.7,73.3,0,0,0,EAST,FALSE
10007791,University of Essex,470,D,29,English Language and Literature, ,,,Environment,17,30,40,30,0,0,EAST,FALSE
10007791,University of Essex,470,D,29,English Language and Literature, ,,,Overall,17,29,46,22,3,0,EAST,FALSE
10007791,University of Essex,470,D,30,History, ,,,Outputs,18.2,11.6,47.8,37.7,1.5,1.4,EAST,FALSE
10007791,University of Essex,470,D,30,History, ,,,Impact,18.2,50,36.7,13.3,0,0,EAST,FALSE
10007791,University of Essex,470,D,30,History, ,,,Environment,18.2,10,90,0,0,0,EAST,FALSE
10007791,University of Essex,470,D,30,History, ,,,Overall,18.2,19,52,27,1,1,EAST,FALSE
10007791,University of Essex,470,D,32,Philosophy, ,,,Outputs,9.5,28.6,53.5,17.9,0,0,EAST,FALSE
10007791,University of Essex,470,D,32,Philosophy, ,,,Impact,9.5,40,60,0,0,0,EAST,FALSE
10007791,University of Essex,470,D,32,Philosophy, ,,,Environment,9.5,50,30,20,0,0,EAST,FALSE
10007791,University of Essex,470,D,32,Philosophy, ,,,Overall,9.5,34,51,15,0,0,EAST,FALSE
10007791,University of Essex,470,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,4.6,27.8,55.5,16.7,0,0,EAST,FALSE
10007791,University of Essex,470,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,4.6,40,60,0,0,0,EAST,FALSE
10007791,University of Essex,470,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,4.6,40,60,0,0,0,EAST,FALSE
10007791,University of Essex,470,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,4.6,32,57,11,0,0,EAST,FALSE
10007792,University of Exeter,480,A,1,Clinical Medicine, ,,,Outputs,24.5,35.6,41.1,18.9,0,4.4,SWES,FALSE
10007792,University of Exeter,480,A,1,Clinical Medicine, ,,,Impact,24.5,80,20,0,0,0,SWES,FALSE
10007792,University of Exeter,480,A,1,Clinical Medicine, ,,,Environment,24.5,0,87.5,12.5,0,0,SWES,FALSE
10007792,University of Exeter,480,A,1,Clinical Medicine, ,,,Overall,24.5,39,44,14,0,3,SWES,FALSE
10007792,University of Exeter,480,A,2,"Public Health, Health Services and Primary Care", ,,,Outputs,24.85,16.9,59.5,21.4,2.2,0,SWES,FALSE
10007792,University of Exeter,480,A,2,"Public Health, Health Services and Primary Care", ,,,Impact,24.85,40,60,0,0,0,SWES,FALSE
10007792,University of Exeter,480,A,2,"Public Health, Health Services and Primary Care", ,,,Environment,24.85,37.5,62.5,0,0,0,SWES,FALSE
10007792,University of Exeter,480,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,24.85,25,60,14,1,0,SWES,FALSE
10007792,University of Exeter,480,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,32.3,31.4,51.7,16.1,0.8,0,SWES,FALSE
10007792,University of Exeter,480,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Impact,32.3,40,40,20,0,0,SWES,FALSE
10007792,University of Exeter,480,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Environment,32.3,62.5,37.5,0,0,0,SWES,FALSE
10007792,University of Exeter,480,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,32.3,38,47,14,1,0,SWES,FALSE
10007792,University of Exeter,480,A,5,Biological Sciences, ,,,Outputs,54.58,26.7,55.1,16.6,0,1.6,SWES,FALSE
10007792,University of Exeter,480,A,5,Biological Sciences, ,,,Impact,54.58,50,50,0,0,0,SWES,FALSE
10007792,University of Exeter,480,A,5,Biological Sciences, ,,,Environment,54.58,12.5,87.5,0,0,0,SWES,FALSE
10007792,University of Exeter,480,A,5,Biological Sciences, ,,,Overall,54.58,29,59,11,0,1,SWES,FALSE
10007792,University of Exeter,480,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,34.7,22.8,59.7,16.6,0,0.9,SWES,FALSE
10007792,University of Exeter,480,B,7,Earth Systems and Environmental Sciences, ,,,Impact,34.7,20,80,0,0,0,SWES,FALSE
10007792,University of Exeter,480,B,7,Earth Systems and Environmental Sciences, ,,,Environment,34.7,35,65,0,0,0,SWES,FALSE
10007792,University of Exeter,480,B,7,Earth Systems and Environmental Sciences, ,,,Overall,34.7,24,65,10,0,1,SWES,FALSE
10007792,University of Exeter,480,B,9,Physics, ,,,Outputs,40.2,21.9,65.8,10.2,2.1,0,SWES,FALSE
10007792,University of Exeter,480,B,9,Physics, ,,,Impact,40.2,24,68,8,0,0,SWES,FALSE
10007792,University of Exeter,480,B,9,Physics, ,,,Environment,40.2,25,75,0,0,0,SWES,FALSE
10007792,University of Exeter,480,B,9,Physics, ,,,Overall,40.2,23,67,9,1,0,SWES,FALSE
10007792,University of Exeter,480,B,10,Mathematical Sciences, ,,,Outputs,34.6,15.6,63.9,20.5,0,0,SWES,FALSE
10007792,University of Exeter,480,B,10,Mathematical Sciences, ,,,Impact,34.6,30,50,20,0,0,SWES,FALSE
10007792,University of Exeter,480,B,10,Mathematical Sciences, ,,,Environment,34.6,10,90,0,0,0,SWES,FALSE
10007792,University of Exeter,480,B,10,Mathematical Sciences, ,,,Overall,34.6,18,65,17,0,0,SWES,FALSE
10007792,University of Exeter,480,B,11,Computer Science and Informatics, ,,,Outputs,10,31.6,50,15.8,2.6,0,SWES,FALSE
10007792,University of Exeter,480,B,11,Computer Science and Informatics, ,,,Impact,10,10,70,20,0,0,SWES,FALSE
10007792,University of Exeter,480,B,11,Computer Science and Informatics, ,,,Environment,10,0,45,55,0,0,SWES,FALSE
10007792,University of Exeter,480,B,11,Computer Science and Informatics, ,,,Overall,10,23,53,22,2,0,SWES,FALSE
10007792,University of Exeter,480,B,15,General Engineering, ,,,Outputs,44,20.9,74.4,4,0,0.7,SWES,FALSE
10007792,University of Exeter,480,B,15,General Engineering, ,,,Impact,44,32,44,24,0,0,SWES,FALSE
10007792,University of Exeter,480,B,15,General Engineering, ,,,Environment,44,40,60,0,0,0,SWES,FALSE
10007792,University of Exeter,480,B,15,General Engineering, ,,,Overall,44,26,66,8,0,0,SWES,FALSE
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",A,Geography and Environmental Studies,,Outputs,51.8,26.5,47.6,22.9,2.4,0.6,SWES,FALSE
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",A,Geography and Environmental Studies,,Impact,51.8,13.3,53.4,26.6,6.7,0,SWES,FALSE
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",A,Geography and Environmental Studies,,Environment,51.8,75,25,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",A,Geography and Environmental Studies,,Overall,51.8,31,46,20,3,0,SWES,FALSE
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Outputs,11.2,15.9,50,34.1,0,0,SWES,FALSE
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Impact,11.2,60,40,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Environment,11.2,12.5,87.5,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Overall,11.2,24,54,22,0,0,SWES,FALSE
10007792,University of Exeter,480,C,18,Economics and Econometrics, ,,,Outputs,24.5,13.3,57.8,19.3,9.6,0,SWES,FALSE
10007792,University of Exeter,480,C,18,Economics and Econometrics, ,,,Impact,24.5,13.3,60,13.4,13.3,0,SWES,FALSE
10007792,University of Exeter,480,C,18,Economics and Econometrics, ,,,Environment,24.5,25,50,25,0,0,SWES,FALSE
10007792,University of Exeter,480,C,18,Economics and Econometrics, ,,,Overall,24.5,15,57,19,9,0,SWES,FALSE
10007792,University of Exeter,480,C,19,Business and Management Studies, ,,,Outputs,49.05,17.5,50.9,23.4,6.4,1.8,SWES,FALSE
10007792,University of Exeter,480,C,19,Business and Management Studies, ,,,Impact,49.05,23.3,63.4,13.3,0,0,SWES,FALSE
10007792,University of Exeter,480,C,19,Business and Management Studies, ,,,Environment,49.05,12.5,62.5,25,0,0,SWES,FALSE
10007792,University of Exeter,480,C,19,Business and Management Studies, ,,,Overall,49.05,18,55,22,4,1,SWES,FALSE
10007792,University of Exeter,480,C,20,Law, ,,,Outputs,14.95,21.4,60.7,17.9,0,0,SWES,FALSE
10007792,University of Exeter,480,C,20,Law, ,,,Impact,14.95,40,60,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,20,Law, ,,,Environment,14.95,0,75,25,0,0,SWES,FALSE
10007792,University of Exeter,480,C,20,Law, ,,,Overall,14.95,22,63,15,0,0,SWES,FALSE
10007792,University of Exeter,480,C,21,Politics and International Studies, ,,,Outputs,24.2,22.2,53.4,23.3,1.1,0,SWES,FALSE
10007792,University of Exeter,480,C,21,Politics and International Studies, ,,,Impact,24.2,40,60,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,21,Politics and International Studies, ,,,Environment,24.2,50,50,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,21,Politics and International Studies, ,,,Overall,24.2,30,54,15,1,0,SWES,FALSE
10007792,University of Exeter,480,C,23,Sociology, ,,,Outputs,24.2,19.8,47.6,30.3,2.3,0,SWES,FALSE
10007792,University of Exeter,480,C,23,Sociology, ,,,Impact,24.2,40,50,10,0,0,SWES,FALSE
10007792,University of Exeter,480,C,23,Sociology, ,,,Environment,24.2,12.5,87.5,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,23,Sociology, ,,,Overall,24.2,23,54,22,1,0,SWES,FALSE
10007792,University of Exeter,480,C,25,Education, ,,,Outputs,25.92,37.6,40.6,21.8,0,0,SWES,FALSE
10007792,University of Exeter,480,C,25,Education, ,,,Impact,25.92,30,60,10,0,0,SWES,FALSE
10007792,University of Exeter,480,C,25,Education, ,,,Environment,25.92,87.5,12.5,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,25,Education, ,,,Overall,25.92,44,40,16,0,0,SWES,FALSE
10007792,University of Exeter,480,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,23.3,27.1,55.8,17.1,0,0,SWES,FALSE
10007792,University of Exeter,480,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Impact,23.3,53.3,46.7,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Environment,23.3,37.5,62.5,0,0,0,SWES,FALSE
10007792,University of Exeter,480,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,23.3,34,55,11,0,0,SWES,FALSE
10007792,University of Exeter,480,D,27,Area Studies, ,,,Outputs,14.54,26.7,44.4,26.7,2.2,0,SWES,FALSE
10007792,University of Exeter,480,D,27,Area Studies, ,,,Impact,14.54,100,0,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,27,Area Studies, ,,,Environment,14.54,50,50,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,27,Area Studies, ,,,Overall,14.54,45,36,18,1,0,SWES,FALSE
10007792,University of Exeter,480,D,28,Modern Languages and Linguistics, ,,,Outputs,32,27,32,36,5,0,SWES,FALSE
10007792,University of Exeter,480,D,28,Modern Languages and Linguistics, ,,,Impact,32,10,50,0,40,0,SWES,FALSE
10007792,University of Exeter,480,D,28,Modern Languages and Linguistics, ,,,Environment,32,70,30,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,28,Modern Languages and Linguistics, ,,,Overall,32,30,35,24,11,0,SWES,FALSE
10007792,University of Exeter,480,D,29,English Language and Literature, ,,,Outputs,53.2,28,35.4,30.4,6.2,0,SWES,FALSE
10007792,University of Exeter,480,D,29,English Language and Literature, ,,,Impact,53.2,40,60,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,29,English Language and Literature, ,,,Environment,53.2,60,40,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,29,English Language and Literature, ,,,Overall,53.2,35,41,20,4,0,SWES,FALSE
10007792,University of Exeter,480,D,30,History, ,,,Outputs,41.53,38.1,38.8,22.4,0.7,0,SWES,FALSE
10007792,University of Exeter,480,D,30,History, ,,,Impact,41.53,40,44,16,0,0,SWES,FALSE
10007792,University of Exeter,480,D,30,History, ,,,Environment,41.53,70,30,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,30,History, ,,,Overall,41.53,43,39,18,0,0,SWES,FALSE
10007792,University of Exeter,480,D,31,Classics, ,,,Outputs,19,22.1,44.1,32.3,1.5,0,SWES,FALSE
10007792,University of Exeter,480,D,31,Classics, ,,,Impact,19,40,46.7,13.3,0,0,SWES,FALSE
10007792,University of Exeter,480,D,31,Classics, ,,,Environment,19,50,50,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,31,Classics, ,,,Overall,19,30,45,24,1,0,SWES,FALSE
10007792,University of Exeter,480,D,33,Theology and Religious Studies, ,,,Outputs,11.2,21.1,52.6,21,5.3,0,SWES,FALSE
10007792,University of Exeter,480,D,33,Theology and Religious Studies, ,,,Impact,11.2,20,80,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,33,Theology and Religious Studies, ,,,Environment,11.2,20,80,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,33,Theology and Religious Studies, ,,,Overall,11.2,21,62,14,3,0,SWES,FALSE
10007792,University of Exeter,480,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,15.86,22.4,49,20.4,8.2,0,SWES,FALSE
10007792,University of Exeter,480,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,15.86,33.3,53.4,13.3,0,0,SWES,FALSE
10007792,University of Exeter,480,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,15.86,60,40,0,0,0,SWES,FALSE
10007792,University of Exeter,480,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,15.86,30,49,16,5,0,SWES,FALSE
10008640,Falmouth University,490,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,24.29,3.1,21.6,36.1,28.9,10.3,SWES,TRUE
10008640,Falmouth University,490,D,34,"Art and Design: History, Practice and Theory", ,,,Impact,24.29,0,10,90,0,0,SWES,TRUE
10008640,Falmouth University,490,D,34,"Art and Design: History, Practice and Theory", ,,,Environment,24.29,0,40,60,0,0,SWES,TRUE
10008640,Falmouth University,490,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,24.29,2,22,51,18,7,SWES,TRUE
10008640,Falmouth University,490,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,26.1,9.9,23.4,39.5,21,6.2,SWES,TRUE
10008640,Falmouth University,490,D,35,"Music, Drama, Dance and Performing Arts", ,,,Impact,26.1,30,20,30,0,20,SWES,TRUE
10008640,Falmouth University,490,D,35,"Music, Drama, Dance and Performing Arts", ,,,Environment,26.1,0,0,100,0,0,SWES,TRUE
10008640,Falmouth University,490,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,26.1,12,20,46,14,8,SWES,TRUE
10007145,University of Gloucestershire,500,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,8.2,29.4,53,17.6,0,0,SWES,TRUE
10007145,University of Gloucestershire,500,C,16,"Architecture, Built Environment and Planning", ,,,Impact,8.2,0,50,50,0,0,SWES,TRUE
10007145,University of Gloucestershire,500,C,16,"Architecture, Built Environment and Planning", ,,,Environment,8.2,12.5,37.5,37.5,12.5,0,SWES,TRUE
10007145,University of Gloucestershire,500,C,16,"Architecture, Built Environment and Planning", ,,,Overall,8.2,21,50,27,2,0,SWES,TRUE
10007145,University of Gloucestershire,500,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,11.1,10.6,34.1,34,19.2,2.1,SWES,TRUE
10007145,University of Gloucestershire,500,C,17,"Geography, Environmental Studies and Archaeology", ,,,Impact,11.1,0,20,80,0,0,SWES,TRUE
10007145,University of Gloucestershire,500,C,17,"Geography, Environmental Studies and Archaeology", ,,,Environment,11.1,0,0,25,75,0,SWES,TRUE
10007145,University of Gloucestershire,500,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,11.1,7,26,42,24,1,SWES,TRUE
10007145,University of Gloucestershire,500,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,17.6,5.7,44.3,44.3,5.7,0,SWES,TRUE
10007145,University of Gloucestershire,500,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Impact,17.6,40,60,0,0,0,SWES,TRUE
10007145,University of Gloucestershire,500,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Environment,17.6,0,0,100,0,0,SWES,TRUE
10007145,University of Gloucestershire,500,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,17.6,12,41,43,4,0,SWES,TRUE
10007145,University of Gloucestershire,500,D,29,English Language and Literature, ,,,Outputs,9.1,7.1,31,33.3,28.6,0,SWES,TRUE
10007145,University of Gloucestershire,500,D,29,English Language and Literature, ,,,Impact,9.1,0,40,50,10,0,SWES,TRUE
10007145,University of Gloucestershire,500,D,29,English Language and Literature, ,,,Environment,9.1,0,0,40,50,10,SWES,TRUE
